Parent|Status|Heading|Suggested Unit|Suggested Type|Description|Example
RWCO|*|SPEC_REF||X|Specimen reference|1a
RWCO|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
RWCO||SPEC_DESC||X|Specimen description|Brown sandstone
RWCO||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
RWCO||RWCO_MC|%|X|Water content|2.2
RWCO||RWCO_TEMP|DegC|0DP|Temperature sample dried at|60
RWCO||RWCO_REM||X|Remarks|
RWCO||RWCO_METH||X|Test method|ISRM: Suggested method for determining water content
RWCO||RWCO_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
RWCO||RWCO_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
RWCO||TEST_STAT||X|Test status|Checked
RWCO||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
RWCO||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
RWCO||RWCO_DEV||X|Deviation from the specified procedure|
SAMP|*|LOCA_ID||ID|Location identifier|327-16A
SAMP|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
SAMP|*|SAMP_REF||X|Sample reference|24
SAMP|*|SAMP_TYPE||PA|Sample type|U
SAMP|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
SAMP||SAMP_BASE|m|2DP|Depth to base of sample|25
SAMP||SAMP_DTIM|yyyy-mmddThh:mm|DT|Date and time sample taken|1991-03-26T09:28
SAMP||SAMP_UBLO||0DP|Number of blows required to drive sampler|35
SAMP||SAMP_CONT||X|Sample container|Metal UT100 tube
SAMP||SAMP_PREP||X|Details of sample preparation at time of sampling|Preservative added
SAMP||SAMP_SDIA|mm|0DP|Sample diameter|100
SAMP||SAMP_WDEP|m|2DP|Depth to water below ground surface at time of sampling|4.5
SAMP||SAMP_RECV|%|0DP|Percentage of sample recovered|60
SAMP||SAMP_TECH||X|Sampling technique/method|Purged
SAMP||SAMP_MATX||X|Sample matrix|Surface water
SAMP||SAMP_TYPC||X|Sample QA type (Normal, blank or spike)|Normal
SAMP||SAMP_WHO||X|Samplers initials or name|MS
SAMP||SAMP_WHY||X|Reason for sampling|Routine monitoring sample
SAMP||SAMP_REM||X|Sample remarks|
SAMP||SAMP_DESC||X|Sample/specimen description|Grey silty CLAY
SAMP||SAMP_DESD|yyyy-mmdd|DT|Date sample described|39755
SAMP||SAMP_LOG||X|Person responsible for sample/specimen description|AN Other
SAMP||SAMP_COND||X|Condition and representativeness of sample|Sample softened, or fractured by drilling
SAMP||SAMP_CLSS||X|Sample classification as required by EN ISO 14688-1|5
SAMP||SAMP_BAR|bar|1DP|Barometric pressure at time of sampling|99.1
SAMP||SAMP_TEMP|DegC|0DP|Sample temperature at time of sampling|8
SAMP||SAMP_PRES|bar|1DP|Gas pressure (above barometric)|0.2
SAMP||SAMP_FLOW|l/min|1DP|Gas flow rate|0.2
SAMP||SAMP_ETIM|yyyy-mmddThh:mm|DT|Date and time sampling completed|1991-05-01T10:03
SAMP||SAMP_DURN|hh:mm:ss|T|Sampling duration|1.260416667
SAMP||SAMP_CAPT||X|Caption used to describe sample|BH1,1.00m,B+BH2,1.00m,B
SAMP||SAMP_LINK||RL|Sample record link|"MONG|BH1|Pipe1"
SAMP||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
SAMP||FILE_FSET||X|Associated file reference (e.g. sampling field sheets, sample description records)|FS67
SAMP||SAMP_RECL|mm|0DP|Length of sample recovered|205
SCDG|*|LOCA_ID||ID|Location identifier|327-16A
SCDG|*|SCPG_TESN||X|Test reference or push number|3
SCDG|*|SCDG_DPTH|m|2DP|Depth of dissipation test|5.205
SCDG||SCDG_PWPI|MPa|3DP|Measured or assumed initial pore water pressure|0.4
SCDG||SCDG_PWPE|MPa|3DP|Measured or assumed equilibrium pore water pressure|0.035
SCDG||SCDG_DDIS|%|0DP|Degree of dissipation for analysis|50
SCDG||SCDG_T|s|1DP|Time to achieve degree of dissipation stated in SCDG_DDIS|258.5
SCDG||SCDG_CV|m2/yr|2SCI|Coefficient of consolidation (vertical)|13.3
SCDG||SCDG_CVMT||X|Method(s) used to determine vertical coefficient of consolidation|C_h x 5
SCDG||SCDG_CH|m2/yr|2SCI|Coefficient of consolidation (horizontal)|0.00000864
SCDG||SCDG_CHMT||X|Method(s) used to determine horizontal coefficient of consolidation|Houlsby and Teh
SCDG||SCDG_REM||X|Remarks|
SCDG||TEST_STAT||X|Test status|Checked
SCDG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS19
SCDT|*|LOCA_ID||ID|Location identifier|327-16A
SCDT|*|SCPG_TESN||X|Test reference or push number|3
SCDT|*|SCDG_DPTH|m|2DP|Depth of dissipation test|5.205
SCDT|*|SCDT_SECS|s|1DP|Seconds elapsed since start of test|50.5
SCDT||SCDT_RES|MPa|3DP|Cone resistance|0.801
SCDT||SCDT_PWP1|MPa|4DP|Face porewater pressure (u1)|
SCDT||SCDT_PWP2|MPa|4DP|Shoulder porewater pressure (u2)|0.0814
SCDT||SCDT_PWP3|MPa|4DP|Top of sleeve porewater pressure (u3)|
SCDT||SCDT_REM||X|Comments|
SCDT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS19
SCPG|*|LOCA_ID||ID|Location identifier|327-16A
SCPG|*|SCPG_TESN||X|Test reference or push number|3
SCPG||SCPG_TYPE||PA|Cone test type|PC
SCPG||SCPG_REF||X|Cone reference|S15.CFIP.A27
SCPG||SCPG_CSA|cm2|0DP|Surface area of cone tip|15
SCPG||SCPG_RATE|mm/s|0DP|Nominal rate of penetration of the cone|20
SCPG||SCPG_FILT||X|Type of filter material used|HDPE
SCPG||SCPG_FRIC||YN|Friction reducer used|Y
SCPG||SCPG_WAT|m|2DP|Groundwater level at time of test|3.5
SCPG||SCPG_WATA||X|Origin of water level in SCPG_WAT|Assumed from measurements in nearby boreholes
SCPG||SCPG_REM||X|Comments on testing and basis of any interpreted parameters included in SCPT and SCPP|
SCPG||SCPG_ENV||X|Details of weather and environmental conditions during test|Sunny
SCPG||SCPG_CONT||X|Subcontractors name|An Contractor Ltd
SCPG||SCPG_METH||X|Standard followed for testing|NEN 5140
SCPG||SCPG_CRED||X|Accrediting body and reference number (when appropriate)|
SCPG||SCPG_CAR||3DP|Cone area ratio used to calculate qt|0.81
SCPG||SCPG_SLAR||3DP|Sleeve area ratio used to calculate ft|1.001
SCPG||FILE_FSET||X|Associated file reference (e.g. cone calibration records)|FS18
SCPP|*|LOCA_ID||ID|Location identifier|327-16A
SCPP|*|SCPG_TESN||X|Test reference or push number|3
SCPP|*|SCPP_TOP|m|2DP|Depth to top of layer|5.2
SCPP|*|SCPP_BASE|m|2DP|Depth to base of layer|5.3
SCPP|*|SCPP_REF||X|Interpretation reference|ACME CPT Testing Ltd
SCPP||SCPP_REM||X|Remarks|
SCPP||SCPP_CSBT||X|Interpreted Soil Type|3 - Clays
SCPP||SCPP_CSU|kPa|1DP|Undrained Shear Strength (Su); fine soils only|50.2
SCPP||SCPP_CRD|%|1DP|Relative density (Dr); coarse soils only|90.1
SCPP||SCPP_CPHI|deg|1DP|Internal Friction Angle; coarse soils only|42.7
SCPP||SCPP_CIC||1DP|Soil Behaviour Type Index (Ic)|1.5
SCPP||SCPP_CSPT||0DP|Equivalent SPT N60 value|32
SCPP||FILE_FSET||X|Associated file reference|FS18
SCPT|*|LOCA_ID||ID|Location identifier|327-16A
SCPT|*|SCPG_TESN||X|Test reference or push number|3
SCPT|*|SCPT_DPTH|m|2DP|Depth of result|7.125
SCPT||SCPT_RES|MPa|3DP|Cone resistance (qc)|18.065
SCPT||SCPT_FRES|MPa|4DP|Local unit side friction resistance (fs)|0.0968
SCPT||SCPT_PWP1|MPa|4DP|Face porewater pressure (u1)|
SCPT||SCPT_PWP2|MPa|4DP|Shoulder porewater pressure (u2) (u3)|0.0118
SCPT||SCPT_CON|μS/cm|4DP|Conductivity|
SCPT||SCPT_TEMP|DegC|4DP|Temperature|8.4
SCPT||SCPT_PH||4DP|pH reading|6.9
SCPT||SCPT_SLP1|deg|4DP|Slope indicator no. 1|1.7136
SCPT||SCPT_SLP2|deg|4DP|Slope indicator no. 2|
SCPT||SCPT_REDX|mV|4DP|Redox potential reading|
SCPT||SCPT_MAGT|nT|4DP|Magnetic flux - Total (calculated)|
SCPT||SCPT_MAGX|nT|4DP|Magnetic flux - X|
SCPT||SCPT_MAGY|nT|4DP|Magnetic flux - Y|
SCPT||SCPT_MAGZ|nT|4DP|Magnetic flux - Z|
SCPT||SCPT_SMP|%|4DP|Soil moisture|
SCPT||SCPT_NGAM|counts/s|4DP|Natural gamma radiation|
SCPT||SCPT_REM||X|Remarks|
SCPT||SCPT_FRR|%|2DP|Friction ratio (Rf)|0.54
SCPT||SCPT_QT|MPa|4DP|Corrected cone resistance piezocone only (qt)|18.0668
SCPT||SCPT_FT|MPa|4DP|Corrected sleeve resistance piezocone only (ft)|0.1235
SCPT||SCPT_QE|MPa|4DP|Effective cone resistance piezocone only (qe)|18.0532
SCPT||SCPT_BDEN|Mg/m3|2DP|Bulk density of material (measured or assumed)|2.21
SCPT||SCPT_CPO|kPa|2DP|Total vertical stress (based on SCPT_BDEN)|210.46
SCPT||SCPT_CPOD|kPa|2DP|Effective vertical stress (calculated from SCPT_CPO and SCPT_ISPP or SCPG_WAT)|107.56
SCPT||SCPT_QNET|MPa|4DP|Net cone resistance (qn)|17.8563
SCPT||SCPT_FRRC|%|2DP|Corrected friction ratio (Rf') piezocone only|2.76
SCPT||SCPT_EXPP|MPa|4DP|Excess pore pressure (u-uo) piezocone only|-0.0911
SCPT||SCPT_BQ||4DP|Pore pressure ratio (Bq) piezocone only|-0.0051
SCPT||SCPT_ISPP|MPa|4DP|In situ pore pressure (uo) (measured or assumed where not simple hydrostatic based on SCPG_WAT)|0.2
SCPT||SCPT_NQT||4DP|Normalised cone resistance (Qt)|166.0125
SCPT||SCPT_NFR|%|4DP|Normalised friction ratio (Fr)|0.5423
SCPT||FILE_FSET||X|Associated file reference (e.g. raw field data)|FS18
SHBG|*|LOCA_ID||ID|Location identifier|327-16A
SHBG|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
SHBG|*|SAMP_REF||X|Sample reference|24
SHBG|*|SAMP_TYPE||PA|Sample type|U
SHBG|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
SHBG|*|SPEC_REF||X|Specimen reference|1a
SHBG|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
SHBG||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
SHBG||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
SHBG||SHBG_TYPE||PA|Test type|SMALL SBOX
SHBG||SHBG_COND||PA|Sample condition|UNDISTURBED
SHBG||SHBG_CONS||X|Specific condition statements|Recompacted to specified density
SHBG||SHBG_PCOH|kPa|2SF|Peak cohesion intercept|5.1
SHBG||SHBG_PHI|deg|1DP|Peak angle of friction|26.5
SHBG||SHBG_RCOH|kPa|2SF|Residual cohesion intercept|1.3
SHBG||SHBG_RPHI|deg|1DP|Residual angle of friction|13
SHBG||SHBG_ENCA||X|Method of encapsulation of specimens tested|Resin
SHBG||SHBG_REM||X|Remarks including commentary on effect of specimen disturbance on test result|c' and phi' derived by linear regression, c' assumed zero etc
SHBG||SHBG_METH||X|Test method|BS1377 Part 7
SHBG||SHBG_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
SHBG||SHBG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
SHBG||TEST_STAT||X|Test status|Checked
SHBG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS18
SHBG||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
SHBG||SHBG_DEV||X|Deviation from the specified procedure|
SHBT|*|LOCA_ID||ID|Location identifier|327-16A
SHBT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
SHBT|*|SAMP_REF||X|Sample reference|24
SHBT|*|SAMP_TYPE||PA|Sample type|U
SHBT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
SHBT|*|SPEC_REF||X|Specimen reference|1a
SHBT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
SHBT|*|SHBT_TESN||X|Shear box stage/specimen reference|1
SHBT||SHBT_BDEN|Mg/m3|2DP|Initial bulk density|1.96
SHBT||SHBT_DDEN|Mg/m3|2DP|Initial dry density|1.63
SHBT||SHBT_NORM|kPa|0DP|Normal stress applied|100
SHBT||SHBT_DISP|mm/min|2SF|Displacement rate for peak stress stage|0.024
SHBT||SHBT_DISR|mm/min|2SF|Displacement rate for residual stress stage|0.12
SHBT||SHBT_REVS||0DP|Number of traverses if residual test|3
SHBT||SHBT_PEAK|kPa|1DP|Peak shear stress|65.5
SHBT||SHBT_RES|kPa|1DP|Residual shear stress|47.2
SHBT||SHBT_PDIS|mm|2DP|Horizontal displacement at peak shear stress|2.35
SHBT||SHBT_RDIS|mm|2DP|Horizontal displacement at residual shear stress|12.41
SHBT||SHBT_PDIN|mm|2DP|Vertical displacement at peak shear stress|1.24
SHBT||SHBT_RDIN|mm|2DP|Vertical displacement at residual shear stress|-4.23
SHBT||SHBT_PDEN|Mg/m3|XN|Particle density with prefix # if value assumed|#2.65
SHBT||SHBT_IVR||3DP|Initial voids ratio|0.526
SHBT||SHBT_MCI|%|X|Initial water/moisture content|20
SHBT||SHBT_MCF|%|X|Final water/moisture content|18
SHBT||SHBT_DIA1|mm|2DP|Specimen diameter in direction of shear (rock joints)|85.21
SHBT||SHBT_DIA2|mm|2DP|Specimen diameter perpendicular to shear (rock joints)|89.34
SHBT||SHBT_HGT|mm|2DP|Specimen height|80.02
SHBT||SHBT_CRIT||X|Failure/residual strength criterion used|Stress ratio
SHBT||SHBT_REM||X|Remarks|Reached end of travel
SHBT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS18
SHBT||SHBT_PVST|kPa|0DP|Normal (vertical) stress at peak shear stress|100
SHBT||SHBT_RVST|kPa|0DP|Normal (vertical) stress at residual shear stress|125
STND|*|STND_REF||X|Reference of standard|BS EN ISO 14688-1:2018
STND||STND_TTLE||X|Document Title|Geotechnical investigation and testing - Identification and classification of soil - Part 1: Identification and description
STND||STND_SCPE||X|Scope of data collected to this standard|Soil descriptions; field logging and laboratory test specimens
STND||STND_REM||X|Comments|
STND||FILE_FSET||X|Associated file reference (e.g. contract specific specifications)|FS1
SUCT|*|LOCA_ID||ID|Location identifier|327-16A
SUCT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
SUCT|*|SAMP_REF||X|Sample reference|24
SUCT|*|SAMP_TYPE||PA|Sample type|U
SUCT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
SUCT|*|SPEC_REF||X|Specimen reference|1a
SUCT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
SUCT||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
SUCT||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
SUCT||SUCT_DIAM|mm|2DP|Specimen diameter|100.25
SUCT||SUCT_LEN|mm|2DP|Specimen length|99.65
SUCT||SUCT_COND||PA|Sample condition|UNDISTURBED
SUCT||SUCT_BDEN|Mg/m3|2DP|Initial bulk density|1.96
SUCT||SUCT_DDEN|Mg/m3|2DP|Initial dry density|1.63
SUCT||SUCT_MC|%|2SF|Initial water/moisture content|20
SUCT||SUCT_VAL|kPa|0DP|Suction value|50
SUCT||SUCT_REM||X|Remarks|
SUCT||SUCT_METH||X|Test method|BRE IP4/93, suction probe in triaxial
SUCT||SUCT_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
SUCT||SUCT_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
SUCT||TEST_STAT||X|Test status|Checked
SUCT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS98
SUCT||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
SUCT||SUCT_DEV||X||
TNPC|*|LOCA_ID||ID|Location identifier|327-16A
TNPC|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
TNPC|*|SAMP_REF||X|Sample reference|24
TNPC|*|SAMP_TYPE||PA|Sample type|U
TNPC|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
TNPC|*|SPEC_REF||X|Specimen reference|1a
TNPC|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
TNPC||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
TNPC||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
TNPC||TNPC_TESN||X|Test reference|1
TNPC||TNPC_DRY||X|10% fines values on dry aggregate|75
TNPC||TNPC_WET||X|10% fines values on wet aggregate|60
TNPC||TNPC_REM||X|Remarks|
TNPC||TNPC_METH||X|Test method|
TNPC||TNPC_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
TNPC||TNPC_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
TNPC||TEST_STAT||X|Test status|Checked
TNPC||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS19
TNPC||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
TNPC||TNPC_DEV||X|Deviation from the specified procedure|
TREG|*|LOCA_ID||ID|Location identifier|327-16A
TREG|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
TREG|*|SAMP_REF||X|Sample reference|24
TREG|*|SAMP_TYPE||PA|Sample type|U
TREG|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
TREG|*|SPEC_REF||X|Specimen reference|1a
TREG|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
TREG||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
TREG||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
TREG||TREG_TYPE||PA|Test type|CU
TREG||TREG_COND||PA|Sample condition|UNDISTURBED
TREG||TREG_COH|kPa|0DP|Cohesion intercept associated with TREG_PHI|
TREG||TREG_PHI|deg|1DP|Angle of friction for effective shear strength triaxial test|32
TREG||TREG_FCR||X|Failure criterion|Maximum deviator stress
TREG||TREG_REM||X|Remarks including commentary on effect of specimen disturbance on test result|Peak stress ratio, side drains fitted
TREG||TREG_METH||X|Test method|BS1377 pt 8
TREG||TREG_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
TREG||TREG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
TREG||TEST_STAT||X|Test status|Checked
TREG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS7
TREG||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
TREG||TREG_DEV||X|Any deviation from the procedure or specified test conditions|
TRET|*|LOCA_ID||ID|Location identifier|327-16A
TRET|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
TRET|*|SAMP_REF||X|Sample reference|24
TRET|*|SAMP_TYPE||PA|Sample type|U
TRET|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
TRET|*|SPEC_REF||X|Specimen reference|1a
TRET|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
TRET|*|TRET_TESN||X|Triaxial test/stage number|1
TRET||TRET_SDIA|mm|2DP|Specimen diameter|38.25
TRET||TRET_LEN|mm|2DP|Specimen length|76.5
TRET||TRET_IMC|%|X|Specimen initial water/moisture content|15.5
TRET||TRET_FMC|%|X|Specimen final water/moisture content|14.9
TRET||TRET_BDEN|Mg/m3|2DP|Initial bulk density|2.12
TRET||TRET_DDEN|Mg/m3|2DP|Initial dry density|1.84
TRET||TRET_SAT||X|Method of saturation|Back pressure, cell pressure, none
TRET||TRET_CONS||X|Details of consolidation stage|Drainage to both ends with radial boundary
TRET||TRET_CONP|kPa|0DP|Effective stress at end of consolidation/ start of shear stage|100
TRET||TRET_CELL|kPa|0DP|Total cell pressure during shearing stage|400
TRET||TRET_PWPI|kPa|0DP|Porewater pressure at start of shear stage|50
TRET||TRET_STRR|%/hr|1DP|Rate of axial strain during shear|1.5
TRET||TRET_STRN|%|1DP|Axial strain at failure|9
TRET||TRET_DEVF|kPa|0DP|Deviator stress at failure|360
TRET||TRET_PWPF|kPa|0DP|Porewater pressure at failure|60
TRET||TRET_STV|%|2DP|Volumetric strain at failure (drained only)|2.56
TRET||TRET_MODE||PA|Mode of failure|Brittle
TRET||TRET_REM||X|Comments|
TRET||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS7
TRET||TRET_BACK|kPa|0DP|Final back pressure applied prior to shearing|300
TRET||TRET_VERT|%|1DP|Vertical strain at end of consolidation|1.3
TRET||TRET_VOLM|%|1DP|Volumetric strain at end of consolidation|1.2
TRET||TRET_RATE|%/hr|1DP|Rate of volumetric strain immediately prior to shearing|0.3
TRET||TRET_BVAL||2DP|Final B-value prior to shearing|0.95
TRET||TRET_DRN||X|Type of drainage conditions during shear|Radial
TRET||TRET_MEMB|kPa|0DP|Membrane corrections applied at failure|2
TRET||TRET_FILC|kPa|0DP|Filter paper corrections applied at failure|1
TRET||TRET_IVR||3DP|Initial voids ratio|0.796
TRET||TRET_SATR|%|0DP|Saturation percentage|100
TRET||TRET_CVP|kPa|0DP|Effective vertical pressure at end of consolidation|200
TRET||TRET_CRP|kPa|0DP|Effective radial pressure at end of consolidation|100
TRET||TRET_MEAN|kPa|0DP|Peak mean effective stress during shear|133
TRET||TRET_CU|kPa|0DP|Undrained shear strength at failure|150
TRET||TRET_EP50|%|2DP|Strain at 50 % peak deviator stress|3.22
TRET||TRET_E50|MPa|2DP|Secant modulus at 50 % peak deviator stress|75.5
TREM|*|LOCA_ID||ID|Location identifier|327-16A
TREM|*|TREM_DTIM|yyyy-mmddThh:mm|DT|Date and time of remark or start of event|2001-05-16T12:00
TREM||TREM_COMP||X|Component or sub-activity|Slab G12
TREM||TREM_REM||X|Time related remark|Completion of concrete pour
TREM||TREM_DURN|hh:mm:ss|T|Duration of event or activity|0.059027778
TREM||TREM_ETIM|yyyy-mmddThh:mm|DT|Date and time of end of event|2001-05-16T12:30
TREM||FILE_FSET||X|Associated file reference (e.g. site journal records)|FS28
TRIG|*|LOCA_ID||ID|Location identifier|327-16A
TRIG|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
TRIG|*|SAMP_REF||X|Sample reference|24
TRIG|*|SAMP_TYPE||PA|Sample type|U
TRIG|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
TRIG|*|SPEC_REF||X|Specimen reference|1a
TRIG|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
TRIG||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
TRIG||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
TRIG||TRIG_TYPE||PA|Test type|UU
TRIG||TRIG_COND||PA|Sample condition|UNDISTURBED
TRIG||TRIG_REM||X|Remarks including commentary on effect of specimen disturbance on test result|
TRIG||TRIG_METH||X|Test method|BS EN ISO 17892-8
TRIG||TRIG_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
TRIG||TRIG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
TRIG||TEST_STAT||X|Test status|Checked
TRIG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS7
TRIG||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
TRIG||TRIG_DEV||X|Deviation from the specified procedure|
TRIT|*|LOCA_ID||ID|Location identifier|327-16A
TRIT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
TRIT|*|SAMP_REF||X|Sample reference|24
TRIT|*|SAMP_TYPE||PA|Sample type|U
TRIT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
TRIT|*|SPEC_REF||X|Specimen reference|1a
TRIT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
TRIT|*|TRIT_TESN||X|Triaxial test/stage reference|1
TRIT||TRIT_SDIA|mm|2DP|Specimen diameter|38.25
TRIT||TRIT_SLEN|mm|2DP|Specimen length|76.45
TRIT||TRIT_IMC|%|X|Specimen initial water/moisture content|15.7
TRIT||TRIT_FMC|%|X|Specimen final water/moisture content|14.9
TRIT||TRIT_CELL|kPa|0DP|Total cell pressure|100
TRIT||TRIT_DEVF|kPa|0DP|Corrected deviator stress at failure|360
TRIT||TRIT_BDEN|Mg/m3|2DP|Initial bulk density|2.12
TRIT||TRIT_DDEN|Mg/m3|2DP|Initial dry density|1.84
TRIT||TRIT_STRN|%|2SF|Axial strain at failure|9.5
TRIT||TRIT_CU|kPa|0DP|Undrained Shear Strength at failure|180
TRIT||TRIT_MODE||PA|Mode of failure|Brittle
TRIT||TRIT_REM||X|Comments|
TRIT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS7
TRIT||TRIT_FZWC|%|X|Failure zone water content, if measured|14.7
TRIT||TRIT_RATE|%/min|2SF|Mean rate of shear|1.5
WADD|*|LOCA_ID||ID|Location identifier|327-16A
WADD|*|WADD_TOP|m|2DP|Depth to top of reported section|10.5
WADD|*|WADD_BASE|m|2DP|Depth to base of reported section|20.5
WADD||WADD_VOLM|l|0DP|Amount of water added|10
WADD||WADD_METH||X|Boring/drilling method associated with addition of water (HDPH_TYPE abbreviation)|CP
WADD||WADD_REM||X|Remarks related to addition of water requirements, method|
WADD||FILE_FSET||X|Associated file reference (e.g. drilling journal)|FS20
WETH|*|LOCA_ID||ID|Location identifier|327-16A
WETH|*|WETH_TOP|m|2DP|Depth to top of weathering subdivision|3.5
WETH|*|WETH_BASE|m|2DP|Depth to base of weathering subdivision|3.95
WETH||WETH_SCH||PA|Weathering scheme|BS 5930
WETH||WETH_SYS||PA|Material or mass weathering system|MASS CLASS
WETH||WETH_WETH||X|Weathering classifier for WETH_SCH and WETH_SYS|B
WETH||WETH_REM||X|Remarks|
WETH||FILE_FSET||X|Associated file reference (e.g. logging sheets)|FS4
WGPG|*|LOCA_ID||ID|Location identifier|327-16A
WGPG|*|WGPG_ID||X|Test reference|327-16A -Pass01
WGPG|*|WGPG_TOOL||PA|Tool used|TGRA
WGPG||WGPG_DATE|yyyymm-dd|DT|Test date|36343
WGPG||WGPG_STRT|m|2DP|Test start depth|14.1
WGPG||WGPG_STOP|m|2DP|Test stop depth|24.56
WGPG||WGPG_BHD|m|2DP|Depth of borehole|25.85
WGPG||WGPG_WAT|m|XN|Depth of water in borehole|4.36
WGPG||WGPG_DETL||X|Details of instrument|
WGPG||WGPG_LIM||U|Instrument/method reading/detection limit|
WGPG||WGPG_ULIM||U|Instrument/method upper reading detection (when appropriate)|
WGPG||WGPG_CDIA||X|Casing internal diameter as reported by drillers|From 0 to 10m : 200mm - From 0 to 30m: 90mm
WGPG||WGPG_REM||X|Remarks|
WGPG||WGPG_ENV||X|Details of weather and environmental conditions during test|
WGPG||WGPG_METH||X|Measurement method|
WGPG||WGPG_CONT||X|Contractor who undertook testing|ACME Instruments Ltd
WGPG||WGPG_CRED||X|Accrediting body and reference number (Where appropriate)|
WGPG||WGPG_STAT||X|Test status|Checked
WGPG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS01
WGPT|*|LOCA_ID||ID|Location identifier|327-16A
WGPT|*|WGPG_ID||X|Test reference|327-16A -Pass01
WGPT|*|WGPG_TOOL||PA|Tool used|OBI
WGPT|*|WGPT_PARA||PA|Parameter recorded by toolWGPG_TOOL|OBI_EAST
WGPT|*R|WGPT_UNIT||PU|Test result units|m
WGPT|*|WGPT_DPTH||2DP|Depth of reading|10.45
WGPT||WGPT_RDNG||U|Reading|123.321, 2000 or 0.0023
WGPT||WGPT_CAS||PA|Borehole casing details at depth of reading|OH
WGPT||WGPT_REM||X|Remarks|
WGPT||FILE_FSET||X|Associated file reference|FS01
WINS|*|LOCA_ID||ID|Location identifier|327-16A
WINS|*|WINS_TESN||X|Sampler run reference|2
